Age,Annual_Income,Total_Debt,FICO_Score,Education,Employment,Max_Loan_Amount,Loan_Default
50.0,33900.0,19093.455683507873,772,Master,Unemployed,40300.0,0
21.0,14700.0,4342.6355170431,616,High School,Employed,22500.0,1
39.0,,16442.309301482557,628,Bachelor,Self-Employed,50200.0,1
19.0,59500.0,30543.175106660645,799,High School,Unemployed,81700.0,0
27.0,34600.0,8683.723466300768,850,High School,Employed,77700.0,0
22.0,26800.0,4975.357741516745,652,Master,Self-Employed,50200.0,0
27.0,,14500.496124612027,534,High School,Employed,21300.0,1
50.0,50100.0,15501.237125376816,602,Bachelor,Employed,73500.0,1
55.0,57300.0,17095.588620994382,753,High School,,106800.0,0
30.0,82200.0,8799.481882511613,546,Bachelor,Employed,141400.0,1
48.0,20000.0,1297.860174880281,629,Bachelor,Employed,41500.0,1
64.0,49800.0,25162.153051007324,679,Master,Employed,59000.0,0
53.0,33800.0,12454.620813082865,557,Master,Employed,42000.0,1
62.0,34400.0,6725.019414161421,759,Bachelor,Employed,74100.0,0
41.0,46200.0,5314.9279460581865,719,High School,Employed,103800.0,0
69.0,46400.0,15465.044279922537,850,Bachelor,Employed,92800.0,0
32.0,49900.0,17482.54352047839,728,Bachelor,Employed,83300.0,0
46.0,19300.0,2396.9859024177736,553,High School,Employed,33000.0,0
25.0,23200.0,11851.568010649316,703,Bachelor,Employed,28200.0,0
22.0,88600.0,4479.493704845044,748,Master,Employed,222100.0,0
46.0,31800.0,6794.256064975325,753,Bachelor,Unemployed,66500.0,0
64.0,43600.0,17798.856264027578,572,High School,,52100.0,1
21.0,,11249.899731139994,560,Master,,113000.0,0
29.0,48000.0,23837.045609700628,536,High School,Self-Employed,45700.0,1
62.0,50400.0,22373.6030763962,810,High School,Employed,80100.0,0
19.0,62100.0,29398.991187863478,712,Bachelor,Employed,82200.0,0
44.0,10200.0,728.9319995655036,567,High School,Retired,19000.0,1
48.0,27100.0,2285.296301207528,662,Bachelor,Employed,58000.0,0
68.0,,8267.632071308682,637,High School,Retired,89600.0,1
,83500.0,25955.665976397806,552,High School,Employed,112100.0,0
53.0,37800.0,16965.004619542444,653,High School,Employed,48000.0,0
53.0,21900.0,10992.015904598273,669,PhD,Employed,25800.0,0
43.0,22200.0,9381.746408549643,843,Bachelor,Employed,38100.0,0
60.0,61700.0,34376.656554264235,584,High School,,56300.0,1
44.0,31900.0,14139.550774048905,479,High School,Employed,30000.0,1
22.0,36200.0,6652.138505740231,545,High School,Self-Employed,56800.0,0
37.0,52500.0,8350.060456665036,560,Bachelor,Employed,87300.0,1
28.0,6400.0,2673.379009156185,607,High School,,8000.0,1
27.0,120600.0,13956.114350380489,545,Bachelor,Employed,205100.0,0
57.0,23400.0,1301.7159437761893,732,Bachelor,Unemployed,57100.0,1
55.0,42000.0,13412.016446376085,538,Bachelor,Employed,54300.0,1
,13100.0,6458.102738462589,652,Bachelor,Employed,15300.0,0
25.0,28200.0,1715.346934590091,850,Bachelor,Retired,79500.0,0
40.0,76600.0,36395.32524165171,705,High School,Employed,100000.0,0
64.0,11500.0,5599.846830025682,695,Bachelor,Employed,14500.0,1
43.0,71400.0,20660.618163493324,835,Bachelor,Unemployed,149500.0,1
63.0,30800.0,1059.094528993796,774,High School,Self-Employed,81200.0,0
60.0,48600.0,5091.040062367955,706,Master,Employed,108400.0,0
29.0,,22878.16573873689,618,High School,Employed,67700.0,0
43.0,47300.0,20200.258078843148,647,High School,Self-Employed,61900.0,0
30.0,21600.0,11642.684366172942,642,High School,Employed,22600.0,1
57.0,29200.0,10208.661287636292,609,Master,Retired,40800.0,0
35.0,15100.0,1124.412751486823,671,Bachelor,Employed,33100.0,0
42.0,48800.0,3555.0284331855837,685,Bachelor,,109400.0,1
50.0,100800.0,43614.08497294069,525,High School,Employed,106000.0,0
64.0,12200.0,1345.3037485898365,813,Bachelor,Self-Employed,31100.0,0
57.0,23000.0,4531.719894709154,690,High School,Unemployed,45000.0,0
60.0,32600.0,9529.866855392636,623,Master,,50700.0,0
29.0,40300.0,598.814739791336,672,High School,Retired,94200.0,0
61.0,61500.0,9181.422097035485,743,High School,Employed,137200.0,0
53.0,33100.0,8100.687624954582,503,High School,Employed,44400.0,1
65.0,30000.0,5033.453732877712,639,Master,Unemployed,56300.0,0
21.0,70400.0,5760.282632229981,531,Bachelor,Unemployed,121100.0,1
22.0,54000.0,23587.597152596794,850,Bachelor,Unemployed,91200.0,0
54.0,50200.0,24492.007373659704,663,Bachelor,Self-Employed,60200.0,0
25.0,38900.0,6009.559303194538,532,PhD,Employed,61800.0,0
59.0,65500.0,30434.68613802772,850,Master,Employed,105200.0,0
66.0,24500.0,5667.637396699312,596,Bachelor,,39600.0,0
45.0,,6870.659323980278,629,High School,Employed,34900.0,0
48.0,56800.0,29172.516632358645,636,High School,Employed,62000.0,0
26.0,13700.0,6164.619264415793,565,Master,Self-Employed,15000.0,1
68.0,,18549.892254324735,674,Bachelor,Employed,47200.0,1
46.0,30000.0,2463.2129985544225,428,High School,Unemployed,41600.0,1
31.0,15600.0,652.5738258037079,758,Bachelor,Employed,40000.0,0
57.0,20800.0,11149.691019018079,537,Master,Self-Employed,18300.0,1
58.0,34000.0,7911.819099250324,608,High School,Self-Employed,56000.0,0
39.0,67500.0,11659.126961822074,725,Bachelor,Employed,142900.0,0
28.0,24500.0,10653.034937648821,629,Master,Employed,30700.0,0
40.0,75200.0,37739.07171768313,633,Bachelor,Employed,83700.0,0
18.0,37700.0,19509.515247339565,548,High School,Employed,35200.0,1
63.0,79700.0,15110.983288608373,850,PhD,Employed,193800.0,0
54.0,25300.0,12936.584098441412,703,PhD,Employed,30700.0,0
38.0,35300.0,866.9809418486352,541,Master,Employed,65700.0,1
43.0,45300.0,1349.799337875159,667,Bachelor,Employed,103500.0,1
63.0,32600.0,12196.03545760646,534,High School,Employed,38500.0,0
53.0,64300.0,2434.643720477774,822,Master,Self-Employed,179500.0,0
40.0,9700.0,1889.22536072914,669,High School,Employed,18400.0,0
18.0,155400.0,62727.768157663195,552,Master,Unemployed,180500.0,1
68.0,60800.0,12303.496368058177,719,Master,Self-Employed,123100.0,0
57.0,32700.0,3523.7477118546817,622,Bachelor,Self-Employed,64100.0,1
32.0,26100.0,4405.95073823116,521,Master,Unemployed,39900.0,1
38.0,21600.0,5930.176305965596,688,Bachelor,Employed,38100.0,0
64.0,53500.0,15259.885956910985,685,High School,Unemployed,92500.0,1
26.0,66000.0,31006.809161349196,763,Bachelor,,94200.0,0
26.0,32900.0,14808.024748978056,656,High School,Unemployed,41900.0,1
27.0,70600.0,19350.802200997885,660,Bachelor,Unemployed,119400.0,1
69.0,21100.0,10706.148639590445,666,High School,Employed,24400.0,1
43.0,19000.0,1302.3033799419125,809,Bachelor,Employed,50500.0,0
58.0,107800.0,16516.25469280535,618,Master,Employed,199100.0,1
52.0,51800.0,25733.508485649974,696,PhD,Self-Employed,64000.0,0
69.0,84000.0,19050.899546758115,711,High School,Employed,163000.0,0
42.0,21800.0,12833.854789023455,684,Bachelor,Employed,21600.0,0
43.0,20900.0,5846.816150359055,615,Bachelor,Employed,32700.0,1
28.0,29300.0,13922.22825170297,662,PhD,Employed,35900.0,0
55.0,22100.0,5334.591368730252,640,Bachelor,Retired,37900.0,1
19.0,55400.0,14125.454973635186,845,Bachelor,Self-Employed,123100.0,0
24.0,23100.0,5306.760421358783,604,Master,Employed,37900.0,0
35.0,18000.0,7766.016701516767,558,High School,Employed,20200.0,1
44.0,39500.0,12976.173852221867,649,Master,,60800.0,0
51.0,16700.0,9456.656675911057,642,Master,Employed,16400.0,0
44.0,12300.0,1851.5705360216932,669,Master,Unemployed,24700.0,1
34.0,39300.0,2371.269222527618,604,High School,Employed,78700.0,0
60.0,12700.0,2996.65251645602,661,Bachelor,Employed,22600.0,1
61.0,57800.0,21387.596701190192,662,Master,Unemployed,85100.0,1
68.0,15700.0,8108.725985743963,740,High School,Retired,19800.0,1
41.0,9500.0,1973.3222540778675,659,Bachelor,,17500.0,1
42.0,30400.0,11925.07034051018,660,High School,Employed,43000.0,0
24.0,39600.0,8320.720661111685,701,High School,Employed,77400.0,0
69.0,48800.0,18072.189390077736,736,Bachelor,Self-Employed,79800.0,0
23.0,40300.0,21394.656159201135,551,Bachelor,Retired,36800.0,1
41.0,19200.0,2665.2400388283922,524,High School,Employed,30600.0,1
50.0,55700.0,13509.755679217249,819,Bachelor,Employed,122000.0,0
66.0,,38498.95901361698,720,Bachelor,Unemployed,66300.0,0
46.0,17600.0,9171.962218314306,628,Bachelor,Self-Employed,18700.0,0
60.0,32600.0,11044.35562044971,651,Bachelor,Retired,49500.0,0
39.0,30800.0,9547.277897467007,610,Bachelor,Employed,45800.0,0
43.0,,7069.473496448275,671,Bachelor,Employed,81300.0,0
45.0,32100.0,9961.453577377375,552,High School,Employed,43100.0,1
67.0,34900.0,17760.920573982094,734,Bachelor,Employed,44400.0,0
38.0,53400.0,21952.99140542009,667,Bachelor,Employed,74000.0,1
66.0,18600.0,3236.89135446633,671,Bachelor,Employed,36400.0,0
24.0,56500.0,6829.626923714767,560,High School,Employed,98200.0,1
34.0,72000.0,11457.008798263018,702,Bachelor,Unemployed,150000.0,0
37.0,96800.0,9859.614416895363,562,High School,Employed,172400.0,1
58.0,10000.0,573.8441761422956,580,Master,,19300.0,1
66.0,32500.0,8173.155401620071,658,High School,Employed,56500.0,0
37.0,11200.0,761.3733415563589,850,PhD,Unemployed,31300.0,1
39.0,8400.0,866.4392909446058,667,Bachelor,,17700.0,0
45.0,39600.0,13004.434499906189,393,Bachelor,,36900.0,1
57.0,28600.0,2824.523536684702,585,High School,Employed,53200.0,1
66.0,43500.0,1667.2619299465641,718,High School,Employed,106000.0,0
24.0,48600.0,9255.058866813131,537,High School,Self-Employed,74600.0,0
18.0,76800.0,10152.304064500264,733,High School,Employed,172400.0,0
49.0,37500.0,11594.366729873476,665,Bachelor,,60800.0,0
30.0,209800.0,12885.968607334387,749,High School,Unemployed,500000.0,0
47.0,43600.0,19666.323805786706,594,Bachelor,Unemployed,50200.0,1
40.0,109700.0,59648.29024922082,586,High School,Employed,103500.0,1
68.0,9000.0,4014.54993936345,706,Master,,12400.0,0
36.0,81600.0,26087.211751172264,649,Bachelor,Employed,127200.0,0
49.0,32600.0,16834.66259419059,643,High School,Employed,35800.0,0
47.0,11300.0,4711.54661491862,806,Bachelor,Retired,18700.0,0
46.0,46700.0,295.64245105431974,710,High School,,116300.0,0
66.0,30300.0,7164.558977440466,451,High School,Employed,36800.0,1
62.0,51400.0,26243.35657770571,729,Bachelor,Retired,64700.0,0
46.0,66600.0,13820.519964691759,719,Bachelor,Employed,133900.0,0
47.0,14900.0,314.8236513181801,768,Master,Self-Employed,39500.0,0
33.0,66800.0,29906.879913175075,556,Bachelor,Employed,72400.0,0
57.0,36500.0,17564.63811919482,682,PhD,Employed,45600.0,0
36.0,81800.0,7881.9385527255845,661,Master,,172400.0,0
35.0,32100.0,10349.177969199669,554,Master,Employed,42500.0,0
18.0,27400.0,3155.7474170897312,744,Bachelor,Employed,63700.0,0
31.0,36900.0,15923.85003763741,625,High School,Employed,46300.0,0
68.0,38600.0,6289.1085419105675,765,High School,Employed,87200.0,1
64.0,24400.0,4629.389394327152,575,Bachelor,Employed,40100.0,0
67.0,27000.0,13688.52782896964,503,Bachelor,Employed,23600.0,1
19.0,17400.0,4972.805357040082,625,High School,Employed,27400.0,1
45.0,28000.0,11251.874780466564,673,Bachelor,Employed,39800.0,0
66.0,54500.0,13157.598758624692,596,High School,Self-Employed,87000.0,1
67.0,33400.0,5972.057418162858,343,Bachelor,Employed,33200.0,1
47.0,,24956.574610943986,688,High School,Employed,100900.0,0
55.0,32500.0,3019.722694537015,687,Bachelor,Self-Employed,71500.0,0
68.0,15400.0,3446.518480637814,718,Bachelor,,30300.0,0
21.0,52000.0,6521.955566440774,611,High School,Self-Employed,98100.0,1
18.0,24200.0,10102.942919979625,606,Bachelor,Self-Employed,30200.0,0
25.0,31600.0,17902.1995750422,794,Bachelor,Employed,38400.0,0
46.0,76300.0,45574.49211576636,492,High School,Employed,53400.0,1
56.0,18100.0,4890.006161395675,625,High School,Retired,29100.0,0
20.0,40100.0,6075.8811746528545,664,High School,Employed,79700.0,0
49.0,35400.0,9405.695826963043,710,Bachelor,Unemployed,65100.0,1
27.0,55300.0,28112.39902256317,666,Bachelor,Employed,63900.0,0
27.0,60700.0,7502.726812865292,557,High School,Employed,104600.0,1
36.0,42500.0,24278.439117149555,766,Bachelor,Employed,49300.0,0
63.0,29300.0,6010.000215471495,650,High School,Employed,53400.0,0
51.0,48200.0,28509.441831302815,483,Master,Employed,33600.0,1
50.0,80900.0,40706.075400898524,670,High School,Self-Employed,95000.0,0
40.0,35700.0,17319.580841437102,697,Master,Retired,45200.0,0
45.0,30900.0,5893.952651756677,846,Bachelor,Unemployed,74700.0,1
49.0,45800.0,241.19778432910167,690,Bachelor,Employed,110900.0,0
67.0,37200.0,8529.206524996049,501,Bachelor,Unemployed,50700.0,1
24.0,16300.0,2951.695635301144,505,Bachelor,Unemployed,23800.0,1
46.0,41900.0,940.1603388771639,775,High School,,112000.0,0
25.0,16200.0,4912.150293237636,569,Bachelor,Employed,22700.0,0
18.0,,11002.75479801871,495,Bachelor,Self-Employed,60300.0,1
20.0,22500.0,8566.512314510583,750,Bachelor,Employed,36900.0,0
41.0,37100.0,13827.607532040292,602,Bachelor,Employed,49400.0,0
,45900.0,3325.36235259457,744,Master,Retired,111800.0,0
25.0,158300.0,92792.1875711066,558,Bachelor,Employed,129000.0,1
64.0,56700.0,6359.407229598024,797,High School,,141600.0,0
54.0,82400.0,22014.347784366993,737,Bachelor,Unemployed,157100.0,0
20.0,111600.0,32684.35070832289,577,Bachelor,Employed,160700.0,0
68.0,48700.0,23757.694934596588,483,Master,Unemployed,42500.0,1
50.0,43100.0,2566.0773550075655,850,Master,Self-Employed,121600.0,0
45.0,19100.0,4912.263439729773,628,Bachelor,,31400.0,0
64.0,33900.0,12783.734142604388,573,High School,Employed,42700.0,0
25.0,23500.0,3033.694264899183,788,Bachelor,Self-Employed,56900.0,0
,28500.0,10729.701068899843,744,Bachelor,Employed,46700.0,0
52.0,,61848.59752232474,768,PhD,Retired,134900.0,0
49.0,38900.0,23282.073181570235,640,High School,Unemployed,35300.0,0
41.0,21500.0,418.6188905997167,838,High School,Employed,62400.0,0
31.0,82800.0,11704.02317919558,518,High School,Employed,130000.0,1
49.0,64400.0,11990.26695419119,594,Bachelor,Retired,109900.0,1
63.0,66500.0,15925.131407754146,688,Master,Employed,122800.0,0
60.0,10900.0,1584.3618106043787,766,High School,Employed,25200.0,0
33.0,116900.0,14272.64793810962,716,Bachelor,Unemployed,259300.0,0
21.0,26000.0,14891.039941712997,641,Bachelor,,25100.0,1
69.0,57900.0,31909.44048024779,602,Bachelor,Self-Employed,55200.0,1
54.0,165100.0,4655.077149368816,767,High School,Employed,434300.0,0
38.0,132300.0,26894.977654992847,726,Master,Self-Employed,270100.0,0
31.0,20200.0,4910.400470582288,562,High School,Self-Employed,30300.0,1
48.0,15300.0,2194.15342823336,559,Bachelor,Unemployed,25900.0,1
65.0,85700.0,32336.64436313198,595,High School,Retired,112100.0,0
35.0,39500.0,15177.023695468512,582,Bachelor,Employed,50000.0,1
24.0,26900.0,13727.138245223556,752,Master,Self-Employed,35000.0,0
27.0,52700.0,23426.286266340587,693,High School,Retired,71600.0,0
24.0,32900.0,10710.397474307963,705,High School,Employed,55200.0,0
50.0,,21686.009030073852,669,Bachelor,Employed,79400.0,0
40.0,37800.0,6214.06556539565,673,Bachelor,Unemployed,75000.0,1
38.0,56000.0,19926.687982903215,491,Bachelor,Employed,62500.0,1
36.0,21200.0,6222.970680418973,729,High School,Employed,38500.0,0
65.0,85400.0,6832.57050529082,593,High School,,164400.0,0
36.0,55200.0,8033.0664404279905,646,Bachelor,Employed,107500.0,1
53.0,53500.0,9363.35976816291,602,High School,Employed,93800.0,0
46.0,18600.0,10315.294768306547,664,Master,Employed,19400.0,1
35.0,,13919.96075169544,707,High School,Retired,216500.0,0
19.0,36000.0,6247.668300904832,549,Bachelor,Self-Employed,57600.0,1
18.0,56200.0,12454.621266615657,675,High School,Self-Employed,104200.0,0
64.0,29900.0,11907.544730939442,605,High School,Employed,38400.0,1
22.0,42500.0,3015.0790080395827,782,Bachelor,Self-Employed,109000.0,0
37.0,43400.0,24840.73333333793,538,Bachelor,,35200.0,0
28.0,6700.0,3479.5963047809532,549,High School,Self-Employed,6200.0,0
59.0,51500.0,17835.97665597656,614,High School,Employed,73000.0,0
,118100.0,47762.32328573243,557,High School,Employed,138300.0,1
20.0,50200.0,501.8133938757856,627,Bachelor,Unemployed,110000.0,0
40.0,20400.0,4148.684050265012,597,Bachelor,Self-Employed,34200.0,0
29.0,53600.0,25588.433018071973,658,High School,Self-Employed,65100.0,0
37.0,68600.0,3189.199201294603,750,Bachelor,,173100.0,0
22.0,49400.0,8367.782046005746,657,Bachelor,Employed,95100.0,0
54.0,34700.0,12185.879965920361,666,Master,Self-Employed,52900.0,1
55.0,31400.0,4830.821441848064,544,Master,Employed,51000.0,1
47.0,31300.0,17540.106354434072,636,High School,,30900.0,0
26.0,55200.0,4340.661852238097,607,High School,,109000.0,0
51.0,15600.0,7463.611190016807,718,High School,Self-Employed,20600.0,0
61.0,29100.0,8868.784160685887,573,Bachelor,Employed,40900.0,0
52.0,94600.0,42588.7748355407,563,PhD,Employed,103300.0,1
69.0,96800.0,18046.346268328867,681,Bachelor,Self-Employed,189300.0,1
39.0,15000.0,4630.406420808349,848,High School,Unemployed,31000.0,0
61.0,18400.0,9459.462260943865,632,Bachelor,Employed,19900.0,0
41.0,30900.0,8655.919957742355,666,High School,Employed,52300.0,0
34.0,62000.0,13381.57886306203,744,High School,Employed,127700.0,0
27.0,12100.0,3892.4881041948634,700,Bachelor,Self-Employed,20300.0,0
47.0,35100.0,15107.659578945886,701,High School,Self-Employed,49500.0,0
63.0,27300.0,7265.567599265475,640,High School,Retired,45300.0,1
40.0,80500.0,45347.75789937178,642,Bachelor,Employed,79700.0,0
49.0,13300.0,2353.667675857889,574,High School,Self-Employed,22200.0,1
34.0,,10954.681486136535,698,High School,Employed,67600.0,0
67.0,28700.0,13034.294293859622,696,High School,Employed,38500.0,0
68.0,87700.0,36261.551781886796,721,Master,Unemployed,130900.0,1
34.0,52000.0,26945.600835415273,601,Bachelor,Employed,53100.0,0
31.0,25600.0,15310.989015261834,733,High School,Employed,26600.0,0
26.0,60600.0,15520.568834989455,763,Bachelor,,121400.0,0
57.0,28800.0,1920.6872026556284,528,High School,Employed,50100.0,0
19.0,66100.0,1206.29383284401,620,Bachelor,Employed,142000.0,0
62.0,31500.0,13737.973526041684,767,Bachelor,Employed,48100.0,0
42.0,68400.0,35869.52107050969,585,Master,Employed,67200.0,0
,47200.0,6250.580433945936,702,Bachelor,,101500.0,0
26.0,256900.0,24423.180452452103,650,PhD,Employed,500000.0,1
39.0,35200.0,1313.7715330225935,683,PhD,Unemployed,81700.0,1
60.0,45700.0,22558.5141134858,653,Master,Employed,53300.0,0
63.0,27200.0,5081.753259046976,724,Bachelor,Employed,56500.0,0
21.0,36400.0,8773.060137873517,547,High School,Employed,53300.0,1
43.0,7200.0,2171.880827753525,558,High School,Unemployed,9900.0,1
46.0,48000.0,24176.25314523506,796,High School,Employed,66900.0,1
62.0,81300.0,31747.644547769232,850,High School,Self-Employed,148700.0,0
51.0,46100.0,17012.687661867058,649,Bachelor,Employed,66600.0,0
40.0,16500.0,1739.153789563516,821,Bachelor,Retired,42800.0,0
54.0,22400.0,6897.272144580113,572,Master,Unemployed,31300.0,1
28.0,8400.0,3605.520326580422,596,High School,Self-Employed,10100.0,1
23.0,65300.0,38132.361397134664,795,High School,Unemployed,76200.0,1
35.0,19900.0,2404.791332007426,730,Bachelor,Self-Employed,45100.0,0
38.0,,204.41862269999473,810,High School,Unemployed,101500.0,0
59.0,33100.0,1495.4864712656092,696,High School,Employed,77600.0,0
53.0,88700.0,20002.868196984935,548,PhD,Employed,132900.0,1
58.0,38200.0,18806.883326338026,672,Bachelor,Self-Employed,46000.0,0
55.0,59000.0,252.82969459587463,770,Bachelor,Employed,159700.0,0
51.0,50400.0,13811.53312886781,636,Master,Employed,82100.0,0
34.0,82100.0,16217.900111717096,621,Bachelor,Employed,144400.0,1
,,991.904320884851,698,Bachelor,Employed,75200.0,0
42.0,111500.0,30120.807578398097,594,Master,,170600.0,0
55.0,11000.0,1681.3414684223444,679,High School,Employed,22300.0,1
29.0,60700.0,12815.645666917973,656,Bachelor,Retired,110900.0,1
40.0,21600.0,9144.774350004436,600,High School,Retired,26400.0,0
59.0,27000.0,8449.125939357667,748,High School,Retired,49000.0,0
39.0,51100.0,3821.6901729196566,714,Master,Employed,119100.0,0
38.0,50900.0,29361.600064537935,614,Bachelor,Employed,46700.0,1
44.0,52300.0,19954.879827971592,648,Bachelor,Retired,74000.0,0
,15800.0,7260.432675280799,622,Master,Retired,18700.0,0
23.0,86600.0,4115.915274434948,586,Master,Self-Employed,170600.0,1
44.0,21200.0,598.5825867314403,480,Master,Employed,34900.0,1
57.0,22900.0,267.21621205743526,601,Bachelor,Employed,48000.0,1
51.0,53200.0,6026.305366528347,587,High School,Self-Employed,97700.0,1
,30600.0,7608.538182111571,661,High School,Employed,53600.0,0
62.0,43700.0,24537.361217822014,694,Bachelor,Self-Employed,46900.0,0
24.0,10000.0,2742.3579555946576,569,High School,Unemployed,14600.0,1
27.0,43100.0,7505.99702493361,687,Bachelor,Self-Employed,86300.0,0
62.0,,13958.471697428437,554,Bachelor,Employed,53700.0,0
34.0,26700.0,1793.1919417193237,637,PhD,,56000.0,1
43.0,10500.0,3839.887113331394,589,Bachelor,Retired,13800.0,1
38.0,32000.0,10913.893523145663,724,Bachelor,Self-Employed,53900.0,0
45.0,35500.0,16869.451611541615,661,High School,Self-Employed,43500.0,1
63.0,29100.0,17227.56569883324,638,High School,Self-Employed,26700.0,0
19.0,12100.0,1821.3414046589621,587,High School,Self-Employed,21300.0,1
60.0,94500.0,28897.52076057323,617,Bachelor,Self-Employed,142900.0,1
18.0,24800.0,13523.917246026775,832,High School,Employed,33100.0,0
,31800.0,14981.422994787812,599,Bachelor,Employed,35600.0,0
53.0,8600.0,2515.016524000167,697,Bachelor,Employed,15000.0,0
68.0,94600.0,53659.29483213479,638,High School,Employed,92200.0,0
43.0,27400.0,940.9712414163461,695,High School,Employed,64900.0,0
46.0,38500.0,21506.06811536069,733,Bachelor,Employed,44000.0,0
38.0,71100.0,2154.6453590505275,614,Bachelor,Unemployed,149400.0,0
28.0,24200.0,7946.864884545217,720,Bachelor,Employed,41300.0,0
,64700.0,34566.91760140215,850,Bachelor,Employed,90400.0,0
28.0,10500.0,1655.141944436208,706,Bachelor,Employed,22000.0,0
53.0,50500.0,14309.129518038304,811,Master,Self-Employed,103600.0,0
66.0,,18155.93065408739,698,Bachelor,Employed,185100.0,0
56.0,25600.0,14624.930566292755,556,PhD,Employed,21500.0,1
57.0,71100.0,35136.72107216685,677,High School,Employed,85900.0,0
52.0,109100.0,46411.2389314248,616,Bachelor,Unemployed,136300.0,1
51.0,31200.0,11000.377189434834,590,High School,Retired,42100.0,1
64.0,29700.0,14622.945685756318,642,High School,Retired,34200.0,0
41.0,21200.0,4989.636768179518,634,High School,Employed,36300.0,1
39.0,26700.0,7169.780718799112,544,Bachelor,,37500.0,1
22.0,22300.0,9767.423028061927,850,High School,Employed,37600.0,0
50.0,21200.0,4550.640589096045,730,High School,Employed,42900.0,0
53.0,74600.0,2860.2061660852123,674,PhD,Employed,170700.0,0
64.0,22600.0,1007.9772964951289,658,Master,,50100.0,0
37.0,42400.0,2934.829665217106,770,Bachelor,Self-Employed,107300.0,0
36.0,37200.0,19411.28713703055,850,Bachelor,Employed,53400.0,0
52.0,89200.0,25273.558306472056,718,PhD,Employed,162000.0,1
69.0,26900.0,11505.921441224045,662,Bachelor,Employed,36000.0,0
60.0,45600.0,10749.99942214988,797,High School,Employed,98000.0,0
34.0,58400.0,9065.231597443832,664,Master,Unemployed,115600.0,1
62.0,88800.0,18498.398687714653,693,Bachelor,Self-Employed,171900.0,0
60.0,26600.0,12675.150231262249,750,Bachelor,,36900.0,0
51.0,25100.0,9415.75484297346,611,Bachelor,Employed,33800.0,0
26.0,19200.0,10801.610265115032,442,Bachelor,Employed,13100.0,1
43.0,138900.0,56646.59624659334,606,Master,Employed,175900.0,0
19.0,83300.0,28497.6779550996,727,High School,Retired,140600.0,0
26.0,35400.0,12960.563230859125,720,PhD,Retired,57000.0,0
26.0,115700.0,65419.42532789734,784,Master,Self-Employed,139100.0,0
57.0,34200.0,16173.883080864809,610,Bachelor,Employed,38800.0,0
34.0,56100.0,809.228049754297,808,Bachelor,Employed,157700.0,0
18.0,36500.0,11697.659345371769,668,High School,Employed,58500.0,0
42.0,46100.0,19039.44046337798,710,High School,Unemployed,67800.0,0
60.0,,19451.186469849246,740,High School,Self-Employed,62300.0,0
57.0,28100.0,3593.576131632972,511,Bachelor,Unemployed,44200.0,1
59.0,69900.0,36369.41824568971,549,Bachelor,Self-Employed,65000.0,1
42.0,55800.0,32001.62856742448,546,High School,Employed,45900.0,1
56.0,67300.0,9558.564050015842,757,High School,Employed,154300.0,0
52.0,44000.0,23301.048078455286,619,Master,Employed,45200.0,1
20.0,21100.0,1227.7511334537674,850,High School,Employed,59600.0,0
67.0,101300.0,3385.861499084602,650,Master,Employed,224600.0,0
,31000.0,2403.562681911138,502,High School,,50700.0,1
61.0,45200.0,1565.938075146016,582,Bachelor,Self-Employed,89600.0,1
61.0,53200.0,26972.79061001237,661,High School,Employed,61200.0,0
68.0,45000.0,1594.3539003733426,701,Bachelor,Employed,107400.0,0
47.0,62900.0,10252.606582064358,551,Bachelor,Employed,102400.0,1
55.0,69100.0,4301.738002996605,706,High School,Self-Employed,161500.0,0
51.0,31700.0,5618.927130687809,733,Bachelor,Employed,67500.0,0
29.0,,5232.526037981185,585,Bachelor,Employed,188000.0,0
36.0,30900.0,12384.78026877548,846,Bachelor,Unemployed,55300.0,1
54.0,44400.0,3551.8263873662017,596,Bachelor,Employed,85900.0,0
61.0,28800.0,14719.89759849598,550,High School,Employed,27300.0,1
66.0,24200.0,11865.614056550827,497,Bachelor,Self-Employed,21600.0,1
34.0,67900.0,556.5770660726276,772,PhD,Unemployed,183500.0,1
27.0,236400.0,127049.82626626386,652,Master,Self-Employed,251600.0,0
66.0,,507.10442934379086,602,PhD,Employed,61000.0,1
64.0,75300.0,10827.196564382406,502,High School,Employed,114200.0,1
29.0,29900.0,581.0611317013513,611,Bachelor,,63200.0,1
33.0,36100.0,7274.369929271584,850,Bachelor,Employed,86500.0,0
41.0,104300.0,32157.767179136536,435,High School,Self-Employed,110800.0,1
36.0,19100.0,9129.550198913483,586,Master,Unemployed,20600.0,0
25.0,16300.0,3305.4595635949972,829,Bachelor,Retired,38000.0,0
48.0,34500.0,14603.643510733516,774,High School,Employed,54400.0,0
38.0,54100.0,6086.394678082102,592,High School,Employed,100300.0,0
34.0,48000.0,21617.23555423084,670,Master,Employed,62400.0,0
40.0,45100.0,6386.068155903968,696,High School,Self-Employed,95100.0,0
54.0,37100.0,3195.3062673082736,663,High School,Employed,79300.0,0
33.0,58200.0,6474.477055061976,828,Bachelor,Employed,151200.0,0
23.0,6300.0,688.1986271734133,683,High School,Employed,13500.0,0
25.0,23100.0,7108.2795081650975,763,Master,Employed,43100.0,0
42.0,34300.0,17385.934220852047,668,Bachelor,Employed,39900.0,1
35.0,55400.0,2646.0727592308867,446,Bachelor,Employed,83000.0,1
42.0,88800.0,37666.63264932956,530,Master,Self-Employed,95600.0,1
